Category,Code,Arabic,English,الأداة,الكود,الاسم التجاري,Product Name,التركيبة,Blend Composition,الوصف التسويقي للنكهة (للعميل),Marketing Description,المقاييس بالعربي,Flavor Metrics,ملاحظات التحضير,Brewing Notes,الاسم التجاري الجديد,الوصف التسويقي (يركز على الصحة والنكهة),كثافة التحميص,Roast Level,التحميص,Roast,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,غلي,B-001,,أAmaq إNdwnysya,١٠٠٪ بن إندونيسي,100% بن Indonesian,,"Bold cup.
Flavor profile: full body.",مرارة 4 / قوام 5 / نكهة 3 / رائحة 3 / لون 3,Bitterness 4 / Body 5 / Flavor 3 / Aroma 3 / Color 3,غلي 20 دقيقة + عرق سوس,Boil 20 min; add licorice.,أعماق إندونيسيا,لدعم صحة العظام، مشروب قوي بنكهة عشبية ترابية عميقة.,,,,,,,,,,
,,,,غلي,B-002,,Rwbwsta Almadla,٤٠٪ فيتنامي + ٤٠٪ هندي روبيستا + ٢٠٪ كولومبي,40% Vietnamese + 40% Indian Robusta + 20% Colombian,,"Bold cup.
Flavor profile: full body.",مرارة 4 / قوام 5 / نكهة 3.5 / رائحة 2 / لون 3,Bitterness 4 / Body 5 / Flavor 3.5 / Aroma 2 / Color 3,غلي 15 دقيقة + قرفة,Boil 15 min; add cinnamon.,روبوستا المعدلة,طاقة عالية جداً، مشروب قوي ومر بنكهة عشبية جريئة.,,,,,,,,,,
,,,,غلي,B-003,,Altwfyr Alihby,٧٠٪ برازيلي روبيستا + ٣٠٪ أوغندي,70% Brazilian Robusta + 30% Ugandan,,"Bold cup.
Flavor profile: medium-full body.",مرارة 4 / قوام 4 / نكهة 3 / رائحة 3 / لون 3,Bitterness 4 / Body 4 / Flavor 3 / Aroma 3 / Color 3,غلي 12 دقيقة + هيل,Boil 12 min; add cardamom.,التوفير الذهبي,لزيادة الأيض، مشروب قوي بنكهة عشبية مع لمسة ترابية.,,,,,,,,,,
,,,,غلي,B-004,,Alyqza AlآSywya,٦٠٪ هندي روبيستا + ٤٠٪ إندونيسي,60% Indian Robusta + 40% Indonesian,,"Bold cup.
Flavor profile: full body.",مرارة 4 / قوام 5 / نكهة 3 / رائحة 3 / لون 3,Bitterness 4 / Body 5 / Flavor 3 / Aroma 3 / Color 3,غلي 15 دقيقة + فلفل وردي,Boil 15 min; add pink pepper.,اليقظة الآسيوية,لتركيز فوري، مشروب قوي جداً بنكهة عشبية ترابية.,,,,,,,,,,
,,,,غلي,B-005,,إNdwnysy Aldbs,٧٠٪ إندونيسي + ٣٠٪ هندي مايسور,70% Indonesian + 30% Indian Mysore,,"Bold cup.
Flavor profile: full body.",مرارة 4 / قوام 5 / نكهة 3 / رائحة 3 / لون 3,Bitterness 4 / Body 5 / Flavor 3 / Aroma 3 / Color 3,غلي 25 دقيقة + دبس رمان,Boil 25 min; add pomegranate molasses.,إندونيسي الدبس,لطاقة وقوة بدنية، مشروب قوي جداً بنكهة عشبية ترابية عميقة.,,,,,,,,,,
,,,,غلي,B-006,,Taqa Altmryn,٦٠٪ فيتنامي + ٤٠٪ أوغندي,60% Vietnamese + 40% Ugandan,,"Bold cup.
Flavor profile: full body.",مرارة 4 / قوام 5 / نكهة 3 / رائحة 3 / لون 3,Bitterness 4 / Body 5 / Flavor 3 / Aroma 3 / Color 3,غلي 10 دقائق + زنجبيل طازج,"Boil 10 min; add fresh ginger, ginger.",طاقة التمرين,لأداء رياضي عالي، مشروب قوي بنكهة عشبية جريئة.,,,,,,,,,,
,,,,غلي,B-007,,Alqwa AlآSywya Almadla,٨٠٪ هندي روبيستا + ٢٠٪ كولومبي,80% Indian Robusta + 20% Colombian,,"Bold cup.
Flavor profile: full body.",مرارة 4 / قوام 5 / نكهة 2.5 / رائحة 2 / لون 2,Bitterness 4 / Body 5 / Flavor 2.5 / Aroma 2 / Color 2,غلي 15 دقيقة + قشر برتقال,Boil 15 min; add orange peel.,القوة الآسيوية المعدلة,لطاقة قصوى، مشروب قوي ومر جداً بنكهة عشبية.,,,,,,,,,,
,,,,غلي,B-008,,إNdwnysy Almmyz,١٠٠٪ بن إندونيسي,100% بن Indonesian,,"Bold cup.
Flavor profile: full body.",مرارة 4 / قوام 5 / نكهة 3 / رائحة 3 / لون 3,Bitterness 4 / Body 5 / Flavor 3 / Aroma 3 / Color 3,غلي 30 دقيقة + جوزة الطيب,Boil 30 min; add nutmeg.,إندونيسي المميز,لدعم صحة المفاصل، مشروب قوي بنكهة عشبية ترابية عميقة.,,,,,,,,,,
,,,,غلي,B-009,,Mnaaa Alshrq,٦٠٪ حبشي هراري + ٤٠٪ فيتنامي,60% Ethiopian Harrar + 40% Vietnamese,,Bold cup.Flavor profile: medium-full body.,مرارة 3 / قوام 4 / نكهة 4 / رائحة 3 / لون 3,Bitterness 3 / Body 4 / Flavor 4 / Aroma 3 / Color 3,غلي 15 دقيقة + قرفة,Boil 15 min; add cinnamon.,مناعة الشرق,لتعزيز المناعة، مشروب يجمع بين النكهات العشبية الفاكهية والقوية.,,,,,,,,,,
,,,,غلي,B-010,,Mtana Alrwbwsta,٨٠٪ هندي روبيستا + ٢٠٪ برازيلي روبيستا,80% Indian Robusta + 20% Brazilian Robusta,,"Bold cup.
Flavor profile: full body.",مرارة 5 / قوام 5 / نكهة 3 / رائحة 2 / لون 2,Bitterness 5 / Body 5 / Flavor 3 / Aroma 2 / Color 2,غلي 25 دقيقة + فانيليا,Boil 25 min; add vanilla.,متانة الروبوستا,لقوة تحمل عالية، مشروب قوي ومر جداً بنكهة عشبية.,,,,,,,,,,
,,,,غلي,B-011,,Fjr أFryqya,٦٠٪ أوغندي + ٤٠٪ كينيا AAA,60% Ugandan + 40% Kenya AAA,,"Bold cup.
Flavor profile: medium-full body.",مرارة 3 / قوام 4 / نكهة 4 / رائحة 4 / لون 4,Bitterness 3 / Body 4 / Flavor 4 / Aroma 4 / Color 4,غلي 10 دقائق + توت مجفف,Boil 10 min; add dried berries.,فجر أفريقيا,للنشاط والحيوية، مشروب يجمع بين النكهات العشبية القوية والمشرقة.,,,,,,,,,,
,,,,غلي,B-012,,Alamq Albrazyly,١٠٠٪ برازيلي سانتوس,100% Brazilian Santos,,"Signature cup.
Flavor profile: medium-full body.",مرارة 3 / قوام 4 / نكهة 4 / رائحة 4 / لون 4,Bitterness 3 / Body 4 / Flavor 4 / Aroma 4 / Color 4,غلي 15 دقيقة + كاكاو خام,Boil 15 min; add raw cacao.,العمق البرازيلي,لصحة القلب، مشروب بنكهة عشبية كلاسيكية وقوام ممتلئ.,,,,,,,,,,
,,,,غلي,B-013,,Almrtfaat Alkhdraء,٦٠٪ كينيا AAA + ٤٠٪ أوغندي,60% Kenya AAA + 40% Ugandan,,"Bold cup.
Flavor profile: medium-full body.",مرارة 3 / قوام 4 / نكهة 4 / رائحة 4 / لون 4,Bitterness 3 / Body 4 / Flavor 4 / Aroma 4 / Color 4,غلي 12 دقيقة + نعناع طازج,Boil 12 min; add fresh mint.,المرتفعات الخضراء,مضادات أكسدة وطاقة، مشروب يجمع بين النكهات العشبية المشرقة والقوية.,,,,,,,,,,
,,,,غلي,B-014,,Twfyr Thlathy,٥٠٪ برازيلي روبيستا + ٣٠٪ أوغندي + ٢٠٪ إندونيسي,50% Brazilian Robusta + 30% Ugandan + 20% Indonesian,,"Bold cup.
Flavor profile: medium-full body.",مرارة 4 / قوام 4 / نكهة 3 / رائحة 3 / لون 3,Bitterness 4 / Body 4 / Flavor 3 / Aroma 3 / Color 3,غلي 15 دقيقة,Boil 15 min.,توفير ثلاثي,طاقة اقتصادية، مشروب قوي ومر بنكهة عشبية.,,,,,,,,,,
,,,,غلي,B-015,,Smwthy Aldytwks,٦٠٪ حبشي لقميتي + ٤٠٪ فيتنامي,60% Ethiopian Lekemti + 40% Vietnamese,,"Bold cup.
Flavor profile: light body.",مرارة 3 / قوام 2 / نكهة 4 / رائحة 4 / لون 3,Bitterness 3 / Body 2 / Flavor 4 / Aroma 4 / Color 3,غلي 8 دقائق + ليمون,Boil 8 min; add lemon.,سموثي الديتوكس,لتنقية الجسم، مشروب يجمع بين النكهات العشبية الخفيفة والقوية.,,,,,,,,,,
,,,,غلي,B-016,,Sbah Alrwbwsta,٨٠٪ برازيلي روبيستا + ٢٠٪ هندي روبيستا,80% Brazilian Robusta + 20% Indian Robusta,,"Bold cup.
Flavor profile: full body.",مرارة 5 / قوام 5 / نكهة 3 / رائحة 2 / لون 2,Bitterness 5 / Body 5 / Flavor 3 / Aroma 2 / Color 2,غلي 8 دقائق + قرفة,Boil 8 min; add cinnamon.,صباح الروبوستا,ليقظة صباحية قوية، مشروب قوي ومر جداً.,,,,,,,,,,
,,,,غلي,B-017,,Rwbwsta Mzdwja,٥٠٪ فيتنامي + ٥٠٪ هندي روبيستا,50% Vietnamese + 50% Indian Robusta,,"Bold cup.
Flavor profile: full body.",مرارة 5 / قوام 5 / نكهة 3 / رائحة 2 / لون 2,Bitterness 5 / Body 5 / Flavor 3 / Aroma 2 / Color 2,غلي 20 دقيقة + هيل,Boil 20 min; add cardamom.,روبوستا مزدوجة,لطاقة مضاعفة، مشروب قوي ومر جداً.,,,,,,,,,,
,,,,غلي,B-018,,Altaqa Alkhdraء,٦٠٪ حبشي لقميتي + ٤٠٪ فيتنامي,60% Ethiopian Lekemti + 40% Vietnamese,,"Bold cup.
Flavor profile: medium body.",مرارة 3 / قوام 3 / نكهة 4 / رائحة 4 / لون 3,Bitterness 3 / Body 3 / Flavor 4 / Aroma 4 / Color 3,غلي 10 دقائق + زنجبيل,Boil 10 min; add ginger.,الطاقة الخضراء,للحيوية والنشاط، مشروب يجمع بين النكهات العشبية الخفيفة والقوية.,,,,,,,,,,
,,,,غلي,B-019,,Bharat Alhnd,٧٠٪ هندي مايسور + ٣٠٪ هندي أرابيكا,70% Indian Mysore + 30% Indian Arabica,,"Signature cup.
Flavor profile: medium-full body.",مرارة 4 / قوام 4 / نكهة 4 / رائحة 4 / لون 4,Bitterness 4 / Body 4 / Flavor 4 / Aroma 4 / Color 4,غلي 18 دقيقة + قرنفل,Boil 18 min; add clove.,بهارات الهند,لدعم الهضم، مشروب بنكهات عشبية ترابية معقدة.,,,,,,,,,,
,,,,غلي,B-020,,أWghnda Alkhalsa,١٠٠٪ أوغندي,100% Ugandan,,"Bold cup.
Flavor profile: medium-full body.",مرارة 3 / قوام 4 / نكهة 4 / رائحة 3 / لون 3,Bitterness 3 / Body 4 / Flavor 4 / Aroma 3 / Color 3,غلي 12 دقيقة + سكر بني,Boil 12 min; add brown sugar.,أوغندا الخالصة,لطاقة متوازنة، مشروب قوي بنكهة عشبية كلاسيكية.,,,,,,,,,,
,,,,غلي,B-021,,Santws Almghly,١٠٠٪ برازيلي سانتوس,100% Brazilian Santos,,"Signature cup.
Flavor profile: medium-full body.",مرارة 2 / قوام 4 / نكهة 4 / رائحة 4 / لون 4,Bitterness 2 / Body 4 / Flavor 4 / Aroma 4 / Color 4,غلي 15 دقيقة,Boil 15 min.,سانتوس المغلي,لصحة القلب والمزاج، مشروب بنكهة عشبية كلاسيكية متوازنة.,,,,,,,,,,
,,,,غلي,B-022,,Byrw Almghly,١٠٠٪ بيرو,100% Peru,,"Signature cup.
Flavor profile: medium-full body.",مرارة 2 / قوام 4 / نكهة 5 / رائحة 4 / لون 5,Bitterness 2 / Body 4 / Flavor 5 / Aroma 4 / Color 5,غلي 12 دقيقة,Boil 12 min.,بيرو المغلي,مضاد للالتهابات، مشروب بنكهة عشبية نقية وحمضية لطيفة.,,,,,,,,,,
,,,,فرنش برس,FP-SIG-01,الديوان,Aldywan,٦٠٪ يمني + ٣٠٪ حبشي + ١٠٪ كولومبي,60% Yemeni + 30% Ethiopian + 10% Colombian,فنجان فاخر يليق بالخبراء، غني بالنكهات المعقدة ورائحة التوابل الشرقية العطرية.,"Luxurious cup.
Flavor profile: balanced acidity; full body.",وضوح 3 / حمضية 3 / عطرية 5 / تعقيد 5 / قوام 5,Clarity 3 / Acidity 3 / Fragrance 5 / Complexity 5 / Body 5,نقع 5 دقائق، ماء 89°م,Steep; 5 min; water 89°C.,,,,,,,,,,,,
,,,,فرنش برس,FP-SIG-01,الديوان,Aldywan,٦٠٪ يمني + ٣٠٪ حبشي + ١٠٪ كولومبي,60% Yemeni + 30% Ethiopian + 10% Colombian,فنجان فاخر يليق بالخبراء، غني بالنكهات المعقدة ورائحة التوابل الشرقية العطرية.,"Luxurious cup.
Flavor profile: balanced acidity; full body.",وضوح 3 / حمضية 3 / عطرية 5 / تعقيد 5 / قوام 5,Clarity 3 / Acidity 3 / Fragrance 5 / Complexity 5 / Body 5,نقع 5 دقائق، ماء 89°م,Steep; 5 min; water 89°C.,,,,,,,,,,,,
,,,,فرنش برس,FP-SIG-02,كريما الذهب,Crema Alihb,٧٠٪ برازيلي + ٢٠٪ بيرو + ١٠٪ هندي روبيستا,70% Brazilian + 20% Peru + 10% Indian Robusta,كوب كريمي ومتوازن، يمنحك نكهة المكسرات المحمصة المحببة وقوامًا غنيًا.,"Signature cup.
Flavor profile: low acidity; full body.",وضوح 2 / حمضية 2 / عطرية 4 / تعقيد 4 / قوام 5,Clarity 2 / Acidity 2 / Fragrance 4 / Complexity 4 / Body 5,نقع 4 دقائق، ماء 94°م,Steep; 4 min; water 94°C.,,,,,,,,,,,,
,,,,فرنش برس,FP-SIG-02,كريما الذهب,Crema Alihb,٧٠٪ برازيلي + ٢٠٪ بيرو + ١٠٪ هندي روبيستا,70% Brazilian + 20% Peru + 10% Indian Robusta,كوب كريمي ومتوازن، يمنحك نكهة المكسرات المحمصة المحببة وقوامًا غنيًا.,"Signature cup.
Flavor profile: low acidity; full body.",وضوح 2 / حمضية 2 / عطرية 4 / تعقيد 4 / قوام 5,Clarity 2 / Acidity 2 / Fragrance 4 / Complexity 4 / Body 5,نقع 4 دقائق، ماء 94°م,Steep; 4 min; water 94°C.,,,,,,,,,,,,
,,,,فرنش برس,FP01,توليفتي™ كلاسيكو,Tawlifti Classico,٧٠٪ برازيلي + ٣٠٪ هندي روبيستا,70% Brazilian + 30% Indian Robusta,كوب كلاسيكي بقوام كريمي غني، يمنحك نكهة الكراميل الحلوة التي تحبها.,"Signature cup.
Flavor profile: caramel; low acidity; full body.",وضوح 2 / حمضية 2 / عطرية 3 / تعقيد 3 / قوام 5,Clarity 2 / Acidity 2 / Fragrance 3 / Complexity 3 / Body 5,نقع 4 دقائق، ماء 95°م، تقليب,Steep; 4 min; water 95°C; stir.,,,,,,,,,,,,
,,,,فرنش برس,FP02,توليفتي™ سوبر كريما,Tawlifti Super Crema,٦٠٪ كولومبي + ٤٠٪ أوغندي,60% Colombian + 40% Ugandan,فنجان يتميز برغوته الكثيفة ونكهة الخبز المحمص الدافئة، مثالي لبداية اليوم.,"Signature cup.
Flavor profile: balanced acidity; full body.",وضوح 3 / حمضية 3 / عطرية 4 / تعقيد 3 / قوام 5,Clarity 3 / Acidity 3 / Fragrance 4 / Complexity 3 / Body 5,نقع 3:45 د، تقليب مزدوج,Steep; 3:45 min; double stir.,,,,,,,,,,,,
,,,,فرنش برس,FP03,أصل سيدامو,Origin Sidamo,١٠٠٪ حبشي هراري,100% Ethiopian Harrar,تجربة إثيوبية عطرية، كأنك في حقل من الزهور البرية مع حمضية الليمون المنعشة.,"Refreshing cup.
Flavor profile: floral; high acidity; light body.",وضوح 3 / حمضية 5 / عطرية 5 / تعقيد 4 / قوام 2,Clarity 3 / Acidity 5 / Fragrance 5 / Complexity 4 / Body 2,نقع 4 دقائق، ماء 90°م,Steep; 4 min; water 90°C.,,,,,,,,,,,,
,,,,فرنش برس,FP04,أنتيغوا برس,Antigua Press,١٠٠٪ جواتيمالا,100% Guatemala,كوب غني ومريح، يجمع بين حلاوة الكرز الأسود ونعومة العسل الصافي.,"Comforting cup.
Flavor profile: honey; balanced acidity; full body.",وضوح 3 / حمضية 3 / عطرية 4 / تعقيد 4 / قوام 5,Clarity 3 / Acidity 3 / Fragrance 4 / Complexity 4 / Body 5,نقع 5 دقائق، ماء 93°م,Steep; 5 min; water 93°C.,,,,,,,,,,,,
,,,,فرنش برس,FP05,كوستاريكا تارازو,Costa Rica Tarrazu,٨٠٪ كوستا ريكي + ٢٠٪ بيرو,80% Costa Rican + 20% Peru,فنجان متوازن، يجمع بين حمضية التفاح الأخضر المنعشة ودفء جوزة الطيب.,"Comforting cup.
Flavor profile: apple; bright acidity; medium-full body.",وضوح 4 / حمضية 4 / عطرية 4 / تعقيد 3 / قوام 4,Clarity 4 / Acidity 4 / Fragrance 4 / Complexity 3 / Body 4,نقع 4:30 د، تقليب أولي,Steep; 4:30 min; initial stir.,,,,,,,,,,,,
,,,,فرنش برس,FP06,موكا اليمن,Mocha Alymn,١٠٠٪ يمني خولاني,100% Yemeni Khawlani,رحلة إلى اليمن، كوب غني بحلاوة التمر وعمق الكاكاو الخام الأصيل.,"A journey in a cup.
Flavor profile: cocoa, date; low acidity; full body.",وضوح 2 / حمضية 2 / عطرية 5 / تعقيد 5 / قوام 5,Clarity 2 / Acidity 2 / Fragrance 5 / Complexity 5 / Body 5,نقع 5 دقائق، ماء 88°م,Steep; 5 min; water 88°C.,,,,,,,,,,,,
,,,,فرنش برس,FP07,كينيا AA برس,Kynya Aa Press,١٠٠٪ كينا AAA,100% Kenya AAA,تجربة كينية جريئة، تتميز بحمضية الفواكه الحمراء اللاذعة ولمسة دافئة من التوابل.,"Signature cup.
Flavor profile: high acidity; medium-full body.",وضوح 4 / حمضية 5 / عطرية 4 / تعقيد 5 / قوام 4,Clarity 4 / Acidity 5 / Fragrance 4 / Complexity 5 / Body 4,نقع 4 دقائق، ماء 92°م,Steep; 4 min; water 92°C.,,,,,,,,,,,,
,,,,فرنش برس,FP08,سيرادو البرازيل,Cerrado Albrazyl,١٠٠٪ برازيلي سانتوس,100% Brazilian Santos,فنجان برازيلي أصيل، يجمع بين نكهة البندق المحمص وحلاوة السكر البني الدافئة.,"Signature cup.
Flavor profile: hazelnut; low acidity; full body.",وضوح 3 / حمضية 2 / عطرية 3 / تعقيد 2 / قوام 5,Clarity 3 / Acidity 2 / Fragrance 3 / Complexity 2 / Body 5,نقع 4:30 د، ماء 94°م,Steep; 4:30 min; water 94°C.,,,,,,,,,,,,
,,,,فرنش برس,FP09,بيرو أورجانيك,Byrw أWrjanyk,١٠٠٪ بيرو,100% Peru,كوب عضوي ممتع، يجمع بين حلاوة الكراميل المملح ونكهات الفواكه الاستوائية المنعشة.,"Refreshing cup.
Flavor profile: caramel; bright acidity; medium-full body.",وضوح 4 / حمضية 4 / عطرية 3 / تعقيد 3 / قوام 4,Clarity 4 / Acidity 4 / Fragrance 3 / Complexity 3 / Body 4,نقع 4 دقائق، ماء 91°م,Steep; 4 min; water 91°C.,,,,,,,,,,,,
,,,,فرنش برس,FP10,مانديلينج إندونيسيا,Mandheling إNdwnysya,٥٥٪ هندي مايسور + ٤٥٪ إندونيسي,55% Indian Mysore + 45% Indonesian,تجربة غنية وعميقة، تجمع بين رائحة خشب الصندل الفاخرة وحلاوة التوت الأسود.,"Luxurious cup.
Flavor profile: berry; low acidity; full body.",وضوح 2 / حمضية 2 / عطرية 4 / تعقيد 4.5 / قوام 5,Clarity 2 / Acidity 2 / Fragrance 4 / Complexity 4.5 / Body 5,نقع 5 دقائق، ماء 95°م,Steep; 5 min; water 95°C.,,,,,,,,,,,,
,,,,فرنش برس,FP11,دا لات فيتنام,Da Lat Fytnam,٧٠٪ فيتنامي + ٣٠٪ برازيلي,70% Vietnamese + 30% Brazilian,لمحبي القهوة القوية، كوب كلاسيكي بنكهة القهوة السوداء الصريحة ولمسة خشبية أصيلة.,"Bold cup.
Flavor profile: very low acidity; full body.",وضوح 1 / حمضية 1 / عطرية 3 / تعقيد 2 / قوام 5,Clarity 1 / Acidity 1 / Fragrance 3 / Complexity 2 / Body 5,نقع 4:30 د، تقليب مكثّف,Steep; 4:30 min; vigorous stir.,,,,,,,,,,,,
,,,,فرنش برس,FP12,أوغندا سيك,أWghnda Syk,٥٥٪ أوغندي + ٤٥٪ حبشي لقميتي,55% Ugandan + 45% Ethiopian Lekemti,فنجان قوي ودافئ، يجمع بين عمق الكاكاو ولمسة حارة من الفلفل الأسود.,"Bold cup.
Flavor profile: cocoa; low acidity; full body.",وضوح 2 / حمضية 2.5 / عطرية 3.5 / تعقيد 3 / قوام 5,Clarity 2 / Acidity 2.5 / Fragrance 3.5 / Complexity 3 / Body 5,نقع 4 دقائق، ماء 93°م,Steep; 4 min; water 93°C.,,,,,,,,,,,,
